,song_name,artist,url,track_id,description,listen_in_non_stress_regulating_setting,lyrics_is_a_important_part,response_id,strategy
84,It girl,Aliyahs Interlude,https://open.spotify.com/track/5a8z2vyIDKMh5qcRG6w9wu,5a8z2vyIDKMh5qcRG6w9wu,,Yes,Yes,R_2zZwYOsilY4jRsz,revival
468,The plane that never lands,AJR ,https://open.spotify.com/track/5ampuE8AcQyrPJukttLEle,5ampuE8AcQyrPJukttLEle,,,,R_2yvMha4rZC1Z6Ct,diversion
401,Goth (slowed + reverb),Sidewalks and Skeletons,https://open.spotify.com/track/5cbI0HJrTDb0njDk653bcN,5cbI0HJrTDb0njDk653bcN,Takes me to another universe ,Yes,Yes,R_8l46mlZGFZsyKeB,diversion
96,Et tu pars et tu reviens,Enbe Orkestrası,https://open.spotify.com/track/5cmRoF6B4ywIYGDa5ZSvfR,5cmRoF6B4ywIYGDa5ZSvfR,,Yes,No,R_8PsV7EzuWKsJiKd,entertainment
5,millionaire,"kelis, andre3000",https://open.spotify.com/track/5dAauIxGC3TyZRGIsOwWDu,5dAauIxGC3TyZRGIsOwWDu,,Yes,Yes,R_837aAI9nePo1QDT,entertainment
12,HAZARD DUTY PAY!,JPEGMAFIA,https://open.spotify.com/track/5dLz8bhINeCWgppiUIcafp,5dLz8bhINeCWgppiUIcafp,"It's a bit intense, but makes me energised",Yes,No,R_8wt2bq6XlrxNtUi,revival
593,All too well (ten minute version),Taylor Swift,https://open.spotify.com/track/5enxwA8aAbwZbf5qCHORXi,5enxwA8aAbwZbf5qCHORXi,The song is a constant emotional outpour and I feel like like I can sing the bridge to a tune that is always appropriate to release any anger.,Yes,Yes,R_2HRoAD9L1WNTCiF,discharge
277,Disorder,Joy Division,https://open.spotify.com/track/5fbQCQt91LsVgXusFS0CCD,5fbQCQt91LsVgXusFS0CCD,Makes me feel less alone,Yes,Yes,R_2oS0VRFGHi3daXX,solace
14,Tokyo Reggie,Masayoshi Takanaka,https://open.spotify.com/track/5floNyItopWZyB4IzKrJtW,5floNyItopWZyB4IzKrJtW,,Yes,No,R_82G8YEIvepM1XoE,entertainment
210,365,Charli xcx,https://open.spotify.com/track/5h68SoVFGleijCtjEja3xG,5h68SoVFGleijCtjEja3xG,Energizes me,Yes,Yes,R_2p9wWWpkx5peG4N,revival
58,joke!,SE SO NEON,https://open.spotify.com/track/5hGUsM3PYAqaH94jSmy3mV,5hGUsM3PYAqaH94jSmy3mV,,Yes,No,R_8YnBr5pfVh9hzzu,entertainment
770,inner city blues (make me wanna holler),marvin gaye,https://open.spotify.com/track/5hReWjUHqPqkHi31G7izL4,5hReWjUHqPqkHi31G7izL4,,Yes,No,R_837aAI9nePo1QDT,solace
457,Zondagskind,S10,https://open.spotify.com/track/5hWgdvdXXvq6l9ezrFeI8F,5hWgdvdXXvq6l9ezrFeI8F,,Yes,Yes,R_8cbeXQem84K93QF,diversion
340,How do I say goodbye?,Dean Lewis,https://open.spotify.com/track/5hnGrTBaEsdukpDF6aZg8a,5hnGrTBaEsdukpDF6aZg8a,,No,Yes,R_8TFOXwMwo2RtzTg,strong_sensation
66,Atmosféra,Brutalismus 3000,https://open.spotify.com/track/5horiTxVbwOM6ZBT0Tdj7b,5horiTxVbwOM6ZBT0Tdj7b,The song is very loud with a relatively high BPM which gives me energy.,Yes,No,R_2wNy3hFkKdHM4D0,revival
728,Landslide,Fleetwood Mac,https://open.spotify.com/track/5ihS6UUlyQAfmp48eSkxuQ,5ihS6UUlyQAfmp48eSkxuQ,"Calm melody, inspiring lyrics",No,Yes,R_2p9wWWpkx5peG4N,solace
624,All about that bass,Meghan Trainor,https://open.spotify.com/track/5jE48hhRu8E6zBDPRSkEq7,5jE48hhRu8E6zBDPRSkEq7,,Yes,Yes,R_2HFaNp6YCRpC6NX,discharge
121,Lavender Haze,Taylor Swift,https://open.spotify.com/track/5jQI2r1RdgtuT8S3iG8zFC,5jQI2r1RdgtuT8S3iG8zFC,,Yes,Yes,R_21AmFBgPw7UHYaR,entertainment
771,Under the tree,Victoria Bigelow,https://open.spotify.com/track/5k8KgN50j3XtvIdHIEgiqO,5k8KgN50j3XtvIdHIEgiqO,,No,,R_2HOcWQ0Ao3rvWQl,solace
171,Striptease,FKA twigs,https://open.spotify.com/track/5kILHrfMHQ4eFHZqnu4yY3,5kILHrfMHQ4eFHZqnu4yY3,,Yes,No,R_8cbeXQem84K93QF,revival
9,Invitations (Disco Mix),Shakatak,https://open.spotify.com/track/5kWy7PYqTxAydB00trkdmq,5kWy7PYqTxAydB00trkdmq,Makes me want o dance,Yes,No,R_8wt2bq6XlrxNtUi,entertainment
287,Straightjacket ,Lena,https://open.spotify.com/track/5kqQcwZieOTZKDAg3jSUTf,5kqQcwZieOTZKDAg3jSUTf,,,,R_2VdoBUAa69ab0h6,strong_sensation
413,Death & Romance,Magdalena Bay,https://open.spotify.com/track/5m3rVRNkTv5EQnPuF293we,5m3rVRNkTv5EQnPuF293we,,Yes,No,R_2C7TUTBbm8SXape,diversion
322,Closer,Nine Inch Nails,https://open.spotify.com/track/5mc6EyF1OIEOhAkD0Gg9Lc,5mc6EyF1OIEOhAkD0Gg9Lc,,Yes,Yes,R_2C7TUTBbm8SXape,strong_sensation
706,The bug collector,Hayley hendrickx,https://open.spotify.com/track/5nVE45ithgyVocZp5XLAk6,5nVE45ithgyVocZp5XLAk6,Gorgeous guitar,,,R_8ZTYiKxXbBb081e,mental_work
675,Планетарий (Planetarium)),sqwore,https://open.spotify.com/track/5psHZ9eTArUJjFvnsdT5gK,5psHZ9eTArUJjFvnsdT5gK,"A little bit of loud, a little bit of calm",Yes,No,R_2HYcwD0mQCVN8jJ,mental_work
230,„Hardest of Hearts”,Florence & the Machine,https://open.spotify.com/track/5qLd1ezMTjZAfbChbi1xCn,5qLd1ezMTjZAfbChbi1xCn,I love how powerful this one makes me feel - like I can achieve anything (and the stress doesn’t seem so bad anymore),Yes,Yes,R_8EbOmTY4KpFTsDK,revival
785,My vine,Wasia Project ,https://open.spotify.com/track/5qijmwAZOkz18fJ1Wu5mY1,5qijmwAZOkz18fJ1Wu5mY1,,No,,R_2HOcWQ0Ao3rvWQl,solace
83,this is what it sounds like,huntr/x,https://open.spotify.com/track/5sBDrrtLGbV64QJnEqfjer,5sBDrrtLGbV64QJnEqfjer,also upbeat,Yes,Yes,R_8HY1QG4yHOHpN5L,revival
29,The Beach,Oscar Anton,https://open.spotify.com/track/5sbvMqH90trxb2sJLRTgy7,5sbvMqH90trxb2sJLRTgy7,,Yes,Yes,R_2EnIdAMa8NYSXqV,diversion
756,Sit down beside me,Patrick Watson,https://open.spotify.com/track/5tXoYnudQeaCQjWmFjP5f5,5tXoYnudQeaCQjWmFjP5f5,,Yes,Yes,R_8l46mlZGFZsyKeB,solace
10,Third Coast,Teezo Touchdown,https://open.spotify.com/track/5ta1fZrCY7b98YNJqNN3H8,5ta1fZrCY7b98YNJqNN3H8,it’s just so fun you can’t stop the beat,Yes,No,R_8EhUjQrkmBRTASs,entertainment
640,Johnny,Faye Webster,https://open.spotify.com/track/5tuBenbZ1Or9xENTyOKoGC,5tuBenbZ1Or9xENTyOKoGC,Interesting lyrics,Yes,Yes,R_2cD4oWRk402VtjH,mental_work
558,Wires,The Neighbourhood,https://open.spotify.com/track/5v8aEcHcaJIGYpfVVPtJjI,5v8aEcHcaJIGYpfVVPtJjI,,No,Yes,R_8VqM9C6HA45xC9p,discharge
163,Reflections after jane,The clientele,https://open.spotify.com/track/5vSPLdxRqbiGtO1NG8sZGW,5vSPLdxRqbiGtO1NG8sZGW,,No,No,R_8R3gfGieaM6y5GE,diversion
46,Niji,United Future Organization,https://open.spotify.com/track/5wUBd4kXSlsDnSfMTfWySi,5wUBd4kXSlsDnSfMTfWySi,"I love to listen to this song on a walk, when I need to organize my thoughts.",Yes,No,R_8wt2bq6XlrxNtUi,mental_work
271,SAME,Militantes del Climax,https://open.spotify.com/track/5wcWEVdlO3DzX6E2ImPAzE,5wcWEVdlO3DzX6E2ImPAzE,Very motivational song,Yes,Yes,R_2LXRHlBulGggcW0,strong_sensation
14,Ajala,Ezra Collective,https://open.spotify.com/track/5xBMluYX4wqloflChvYGsj,5xBMluYX4wqloflChvYGsj,"Upbeat and jazzy, makes me want to get up and dance even if I'm tired",Yes,There are no lyrics,R_8wt2bq6XlrxNtUi,revival
70,The giver,Chappel Roan,https://open.spotify.com/track/5xHgo5JN0wfsV41HnRaos5,5xHgo5JN0wfsV41HnRaos5,,,,R_2yvMha4rZC1Z6Ct,"[('diversion', 1), ('entertainment', 1)]"
505,The giver ,Chapel roan ,https://open.spotify.com/track/5xHgo5JN0wfsV41HnRaos5,5xHgo5JN0wfsV41HnRaos5,,,,R_2yvMha4rZC1Z6Ct,"[('diversion', 1), ('entertainment', 1)]"
420,Slingrer Ned Ad Vestergade,Gnags,https://open.spotify.com/track/5yKegnu47AsC5E5uQ8Tbmo,5yKegnu47AsC5E5uQ8Tbmo,"I don't understand Danish, so the lyrics distract me",No,Yes,R_2p9wWWpkx5peG4N,diversion
697,Vitamins,Qveen Herby,https://open.spotify.com/track/5ysrRd2EiGlPoEVVHu9nGF,5ysrRd2EiGlPoEVVHu9nGF,,Yes,Yes,R_28Tf4yRm44ixc8J,mental_work
244,Air so sweet,Dodie,https://open.spotify.com/track/60CueJX9vAclyPm2229I2d,60CueJX9vAclyPm2229I2d,the vocals,Yes,Yes,R_2xOG8RwWS4NZPnb,mental_work
93,Black Sheep,"Metric, Brie Larson",https://open.spotify.com/track/60TThBDrPpek5k520l0W0L,60TThBDrPpek5k520l0W0L,,Yes,Yes,R_2zZwYOsilY4jRsz,revival
761,Actor,Conan Gray,https://open.spotify.com/track/60mJHAb1XIDyk9bTLnyaQU,60mJHAb1XIDyk9bTLnyaQU,,No,Yes,R_8VqM9C6HA45xC9p,solace
89,Johnny ,Lil kleine ,https://open.spotify.com/track/61mqrQaWEQ6TsL01b4TuIf,61mqrQaWEQ6TsL01b4TuIf,,,,R_8PbUFpCdBq8pYqu,revival
99,Narcotic,Liquido,https://open.spotify.com/track/62FbBguMprqeXGvE5Dn83b,62FbBguMprqeXGvE5Dn83b,,,,R_8jQb1p8fPposCOe,entertainment
353,waves & moonlights,D2x,https://open.spotify.com/track/62GuWzaucWqu48mk6TkRNT,62GuWzaucWqu48mk6TkRNT,"cheers me up, helps me feel good",Yes,No,R_837aAI9nePo1QDT,strong_sensation
460,Quicksand,David Bowie,https://open.spotify.com/track/63PgfGFgAZUEzwGouciEC5,63PgfGFgAZUEzwGouciEC5,,Yes,Yes,R_2q7KRMeEj2Ki93e,diversion
134,Electric - Pokemon 25 version,Katy Perry,https://open.spotify.com/track/63eV5hreY9feQP2CmYavpj,63eV5hreY9feQP2CmYavpj,,Yes,Yes,R_28Tf4yRm44ixc8J,entertainment
216,幽霊失格,クリープハイプ,https://open.spotify.com/track/63je1VKP8x0RjyDHAgG7Vj,63je1VKP8x0RjyDHAgG7Vj,,Yes,Yes,R_8eLKaSUgqXjGFkl,discharge
123,million eyes,Loïc Nottet,https://open.spotify.com/track/63qapUS8yLKz0tb0eOgOTF,63qapUS8yLKz0tb0eOgOTF,,Yes,Yes,R_8HY1QG4yHOHpN5L,strong_sensation
422,Concerning Hobbits,Howard Shore,https://open.spotify.com/track/644es5aYPJghtZLjM1rmSP,644es5aYPJghtZLjM1rmSP,,,,R_2966KcW8r5Hwja9,diversion
40,Sisters,Saint Motel,https://open.spotify.com/track/64QZsTSNEUiqs8KeOPIrpg,64QZsTSNEUiqs8KeOPIrpg,Fun song,Yes,No,R_2Lp20qjXqfa7pVi,entertainment
695,Curse,Elicea ,https://open.spotify.com/track/64h84Y2LtEUmuJPRayjEQR,64h84Y2LtEUmuJPRayjEQR,"Watched a lot of depressive Nana edits with this song, good times",Yes,No,R_2HYcwD0mQCVN8jJ,mental_work
361,Grijs,Jaap Reesema,https://open.spotify.com/track/64hayhfzodjwBrQcZ69SVp,64hayhfzodjwBrQcZ69SVp,Sad,Yes,Yes,R_2HFaNp6YCRpC6NX,strong_sensation
79,Canary Wharf Drift,Bassvictim,https://open.spotify.com/track/64yioT39hYUlNyQMqEyUE6,64yioT39hYUlNyQMqEyUE6,"Its annoying but in a good way, the vibe will activate your brain in an instant.",Yes,No,R_2oS0VRFGHi3daXX,revival
637,Cheers,The slaps,https://open.spotify.com/track/65FXzJrck25F9vXrJaZZpU,65FXzJrck25F9vXrJaZZpU,Upbeat,Yes,No,R_8ZTYiKxXbBb081e,discharge
205,mr brownstone,guns n roses,https://open.spotify.com/track/65G4Ib3w7tgLjUkO5GseN0,65G4Ib3w7tgLjUkO5GseN0,,,,R_80YBLNTS9lnLPqc,discharge
15,Ostavi Trag,September,https://open.spotify.com/track/65zw2RY8Qp0JJDcQNSejNY,65zw2RY8Qp0JJDcQNSejNY,when I'm bored I take my computer and transcribe choir parts from songs like this one,Yes,No,R_2U4TKFDTdWQOdSq,entertainment
502,Dreams,ZHU,https://open.spotify.com/track/66MGk6BwVMx5O1TJqDAX4Y,66MGk6BwVMx5O1TJqDAX4Y,,Yes,No,R_8PsV7EzuWKsJiKd,diversion
295,„No Part II”,Dawid Podsiadło,https://open.spotify.com/track/66oNvt6A7tFkQAtzzkCm6t,66oNvt6A7tFkQAtzzkCm6t,I feel like I’m floating in space when I listen to this one. It really helps me to both distract myself and stay connected to my feelings at the same time and that’s exactly what I need sometimes.,Yes,Yes,R_8EbOmTY4KpFTsDK,strong_sensation
39,She Looked Like Me!,Magdalena Bay,https://open.spotify.com/track/66st0nh6vlK7t2yzWfzmcA,66st0nh6vlK7t2yzWfzmcA,Reminds me of my Girlfriend,Yes,Yes,R_2oS0VRFGHi3daXX,entertainment
683,Strawberry Wine,Noah Kahan,https://open.spotify.com/track/66wJkV0KgbGSBHkHDd8tp2,66wJkV0KgbGSBHkHDd8tp2,,Yes,Yes,R_2VQ2AZgtTitN9SY,mental_work
214,Doa ,Rich brian,https://open.spotify.com/track/670jgaWXBIm9aFzrR20O5Q,670jgaWXBIm9aFzrR20O5Q,,,,R_8rid6Aiv4sOl6JB,revival
345,Teardrop,Massive Attack & Elizabeth Fraser,https://open.spotify.com/track/67Hna13dNDkZvBpTXRIaOJ,67Hna13dNDkZvBpTXRIaOJ,,Yes,Yes,R_2q7KRMeEj2Ki93e,strong_sensation
402,Mine,Taylor Swift,https://open.spotify.com/track/67Io3gxHwfbUreBf114c0u,67Io3gxHwfbUreBf114c0u,,Yes,Yes,R_8TFOXwMwo2RtzTg,diversion
219,Glue myself shut ,Noah Kahan,https://open.spotify.com/track/67q8yivDoOPXCYodi1zTix,67q8yivDoOPXCYodi1zTix,This song is highly emotional and makes me cry which helps me feel like the stress is gone,No,Yes,R_2oEDEWFXn3Qfhnk,discharge
609,Zoveel Stress,Kempi,https://open.spotify.com/track/68gkB9GBHeTotKGqtPMGUX,68gkB9GBHeTotKGqtPMGUX,,Yes,Yes,R_8VqM9C6HA45xC9p,discharge
504,Sabor a mi,Luis Miguel,https://open.spotify.com/track/68zSzKkU28AfZvr5FkAUWT,68zSzKkU28AfZvr5FkAUWT,Makes me feel like I am in the middle of the dance floor at a fancy high class banquet.,Yes,Yes,R_2HRoAD9L1WNTCiF,diversion
19,Get naked,Dc the don,https://open.spotify.com/track/69TzPRfWMOoGywNFxNLCRJ,69TzPRfWMOoGywNFxNLCRJ,Nice beat,Yes,No,R_8njcwPgqLt1y1n6,entertainment
154,One Less Lonely Girl,Justin Bieber,https://open.spotify.com/track/69ghzc538EQSVon2Gm3wrr,69ghzc538EQSVon2Gm3wrr,Any young Justin Song makes me distracted,Yes,No,R_2oEDEWFXn3Qfhnk,diversion
489,Monkey gone to heaven,Pixies,https://open.spotify.com/track/6BT7qiDY4A5tOyklohjQuW,6BT7qiDY4A5tOyklohjQuW,Upbeat and cheers me up,Yes,Yes,R_8ZTYiKxXbBb081e,diversion
526,Feel Alive,Aquilo,https://open.spotify.com/track/6CTXLf4AHUDbDvvbT9LpF0,6CTXLf4AHUDbDvvbT9LpF0,,Yes,No,R_8cbeXQem84K93QF,discharge
336,Clique,YONAKA,https://open.spotify.com/track/6CVfZfkdd4Jdvg8JnBL6Oy,6CVfZfkdd4Jdvg8JnBL6Oy,,Yes,Yes,R_28Tf4yRm44ixc8J,strong_sensation
337,Imagining,Rina Sawayama,https://open.spotify.com/track/6CXHTCR4vfCzMZlXZUiw1u,6CXHTCR4vfCzMZlXZUiw1u,,Yes,No,R_8pJG7O16rICvdio,strong_sensation
477,Exhale,Sabrina Carpenter,https://open.spotify.com/track/6CagMrZXJUdGGIw6Eaepos,6CagMrZXJUdGGIw6Eaepos,Lyrics have a deep meaning,No,Yes,R_2HFaNp6YCRpC6NX,diversion
175,Should’ve Said No,Taylor Swift,https://open.spotify.com/track/6CdaXOq1MWe2JHDalTG01d,6CdaXOq1MWe2JHDalTG01d,Any Taylor Song makes me distracted,Yes,No,R_2oEDEWFXn3Qfhnk,diversion
4,two,bbno$,https://open.spotify.com/track/6DRZmJa38MaMNthwG3fCBD,6DRZmJa38MaMNthwG3fCBD,,No,No,R_2EnIdAMa8NYSXqV,entertainment
122,Tout petit moineau,Igorrr,https://open.spotify.com/track/6DUvpC2bFViefEhZ65NGgk,6DUvpC2bFViefEhZ65NGgk,the loud and agressive sound feel good on a physical level,No,No,R_2U4TKFDTdWQOdSq,strong_sensation
112,Grave dancin',Kitty Coen,https://open.spotify.com/track/6F8kkkLvIzATDj3P7PJ8Pi,6F8kkkLvIzATDj3P7PJ8Pi,The arrangement makes me want to dance along.,,,R_88HQeKMOYExgqkB,entertainment
178,"Piazza, New York Catcher",Belle & Sebastian,https://open.spotify.com/track/6Ff3ylyrkR7TV7ml9xnmvx,6Ff3ylyrkR7TV7ml9xnmvx,,Yes,No,R_2C7TUTBbm8SXape,revival
331,I’m in Love,Jelani Aryeh,https://open.spotify.com/track/6FxyVQIYfYMvXPFij4FDHx,6FxyVQIYfYMvXPFij4FDHx,The beat is great and the whole song motivates me,Yes,No,R_2LXRHlBulGggcW0,strong_sensation
333,View from this side,Maple Glider,https://open.spotify.com/track/6FziMRvxYlqjTuD3YbFD31,6FziMRvxYlqjTuD3YbFD31,,Yes,,R_2HOcWQ0Ao3rvWQl,strong_sensation
42,I'm Tight,Louis Cole,https://open.spotify.com/track/6GHf5R3t8dmNid0oPB4yUM,6GHf5R3t8dmNid0oPB4yUM,"funky beat make you move, funky lyrics make you think",Yes,Yes,R_2U4TKFDTdWQOdSq,entertainment
347,All Too Well,Taylor Swift,https://open.spotify.com/track/6GNRkaWUB0Lwc19SdkTgx8,6GNRkaWUB0Lwc19SdkTgx8,,Yes,Yes,R_21AmFBgPw7UHYaR,strong_sensation
152,Concerto #5,Beethoven,https://open.spotify.com/track/6GzMz3s0K1YKwRVI36CgRx,6GzMz3s0K1YKwRVI36CgRx,,No,There are no lyrics,R_8R3gfGieaM6y5GE,diversion
273,I'm Awake,Intervals,https://open.spotify.com/track/6H147Bkvdcxn7ONC99Eq6d,6H147Bkvdcxn7ONC99Eq6d,,,,R_2966KcW8r5Hwja9,strong_sensation
88,Where Do Broken Hearts Go?,One Direction,https://open.spotify.com/track/6HFywc5eQYRRYHYTatCb5Y,6HFywc5eQYRRYHYTatCb5Y,,Yes,Yes,R_8TFOXwMwo2RtzTg,entertainment
255,Dna,Kendrick lamar,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,6HZILIRieu8S0iqY8kIKhj,,,,R_8rid6Aiv4sOl6JB,revival
7,The Seed (2.0),"The Roots, Cody Chesnutt",https://open.spotify.com/track/6HxweNytuEQdmGeVtZPZz3,6HxweNytuEQdmGeVtZPZz3,The upbeat beats make me happy,Yes,No,R_8wt2bq6XlrxNtUi,entertainment
234,夜撫でるメノウ,クリープハイプ,https://open.spotify.com/track/6IHWPY5iBUI1AOUclbtE6F,6IHWPY5iBUI1AOUclbtE6F,,Yes,Yes,R_8eLKaSUgqXjGFkl,mental_work
435,Bubblegum Bitch,Marina,https://open.spotify.com/track/6IbnUaczZBT34DhaD6S18F,6IbnUaczZBT34DhaD6S18F,,,,R_2VdoBUAa69ab0h6,diversion
8,Eeo,Bad bunny,https://open.spotify.com/track/6J5kc12BW5HuP3d7C3vvx8,6J5kc12BW5HuP3d7C3vvx8,,,,R_8rid6Aiv4sOl6JB,entertainment
35,Fingertips,The Brian Jonestown Massacre,https://open.spotify.com/track/6JSRXcOTTwTGLeEhDX9OYa,6JSRXcOTTwTGLeEhDX9OYa,"It's shoegaze so in a way very repetitive, but that gives this sense of consistency to remove stress and give room for more positive feelings",,Yes,R_2wNy3hFkKdHM4D0,entertainment
24,Do the Impossible,Lena Raine,https://open.spotify.com/track/6JnPMZDKuFCc8YYtwfV3qx,6JnPMZDKuFCc8YYtwfV3qx,It makes me feel like I can do anything,Yes,There are no lyrics,R_8ffCN43Rw9foEIC,entertainment
127,GUARDIAN,Toby Fox,https://open.spotify.com/track/6KJL2lAVwFQyuZx9UhJvPo,6KJL2lAVwFQyuZx9UhJvPo,It makes me feel hopeful and determined,Yes,There are no lyrics,R_8ffCN43Rw9foEIC,strong_sensation
10,Thunder (Bangi Remix),Mato Grosso,https://open.spotify.com/track/6KPIRgPaEGJxerCpBNTfsm,6KPIRgPaEGJxerCpBNTfsm,It reminds me of my time travelling in the Mauritanian peninsula surrounding Nouadhibou,Yes,There are no lyrics,R_2oS0VRFGHi3daXX,entertainment
620,Liability,Lorde,https://open.spotify.com/track/6Kkt27YmFyIFrcX3QXFi2o,6Kkt27YmFyIFrcX3QXFi2o,"The song's lyrics and arrangement reveals the negative emotions that I feel, which I can then acknowledge and process by recognizing myself in the song. ",,,R_88HQeKMOYExgqkB,discharge
83,Basketcase,Green day,https://open.spotify.com/track/6L89mwZXSOwYl76YXfX13s,6L89mwZXSOwYl76YXfX13s,,Yes,No,R_4lLXShteMUjWgMW,entertainment
27,DOING IT AGAIN BABY,girl in red,https://open.spotify.com/track/6LK3rmeoEfVYtH8B6qbwZg,6LK3rmeoEfVYtH8B6qbwZg,,Yes,Yes,R_21AmFBgPw7UHYaR,"[('diversion', 1), ('entertainment', 1)]"
459,Doing it again baby,Girl in Red,https://open.spotify.com/track/6LK3rmeoEfVYtH8B6qbwZg,6LK3rmeoEfVYtH8B6qbwZg,,,,R_2VdoBUAa69ab0h6,"[('diversion', 1), ('entertainment', 1)]"
205,Back to the Old House,The Smiths,https://open.spotify.com/track/6LUGvXEAK8WxIBYK43uoTb,6LUGvXEAK8WxIBYK43uoTb,"It’s slower, Morrissey’s voice is calming ",Yes,No,R_2tck6sPLJviBT1R,revival
508,Motion Sickness,Phoebe Bridgers,https://open.spotify.com/track/6LxcPUqx6noURdA5qc4BAT,6LxcPUqx6noURdA5qc4BAT,,No,Yes,R_2cD4oWRk402VtjH,discharge
219,Winter ,Vivaldi,https://open.spotify.com/track/6OHOYEMQfPKWZY4Uxxybnh,6OHOYEMQfPKWZY4Uxxybnh,,Yes,There are no lyrics,R_2TD9GoZ1onZyXu1,"[('discharge', 1), ('revival', 1)]"
622,Winter,Vivaldi,https://open.spotify.com/track/6OHOYEMQfPKWZY4Uxxybnh,6OHOYEMQfPKWZY4Uxxybnh,,Yes,There are no lyrics,R_2TD9GoZ1onZyXu1,"[('discharge', 1), ('revival', 1)]"
95,Ga Jaman Punya Pacar Satu,Lolita,https://open.spotify.com/track/6OMTGdTIwHgAjp6Z7J1nlP,6OMTGdTIwHgAjp6Z7J1nlP,The catchiness and uplifting instrumental often give me energy,Yes,No,R_2oS0VRFGHi3daXX,revival
765,Far Away From Tulsa,"Body Grant, Sky Lakota-Lynch, Original Broadway Cast of The Outsiders",https://open.spotify.com/track/6OV31t1v2copS1CPWk3BPD,6OV31t1v2copS1CPWk3BPD,,Yes,Yes,R_2VQ2AZgtTitN9SY,solace
43,dogtooth,tyler the creator,https://open.spotify.com/track/6OfOzTitafSnsaunQLuNFw,6OfOzTitafSnsaunQLuNFw,,Yes,No,R_837aAI9nePo1QDT,entertainment
13,Look At That Woman,ROLE MODEL,https://open.spotify.com/track/6Op1AAvS0Jb3Gbom92zadJ,6Op1AAvS0Jb3Gbom92zadJ,It makes me feel confident,Yes,Yes,R_2HjY4EvYzUqMJtW,entertainment
153,I dont Sell,"Chase Icon, ...",https://open.spotify.com/track/6Ou2HNjSmOQHShb22AJRmk,6Ou2HNjSmOQHShb22AJRmk,,Yes,Yes,R_2zZwYOsilY4jRsz,diversion
658,forwards beckon rebound,Adrianne Lenker,https://open.spotify.com/track/6PBanBy8L1K2Ry4UN186XH,6PBanBy8L1K2Ry4UN186XH,,Yes,Yes,R_2VQ2AZgtTitN9SY,mental_work
279,castle on the hill,Ed Sheeran,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT,6PCUP3dWmTjcTtXY02oFdT,'-cries in international student-,Yes,Yes,R_2oEDEWFXn3Qfhnk,solace
650,Missus Morality,Bar Italia,https://open.spotify.com/track/6PGohMMdRXwYmRUav6kSlG,6PGohMMdRXwYmRUav6kSlG,,Yes,Yes,R_82G8YEIvepM1XoE,mental_work
199,The view between villages,Noah Kahan,https://open.spotify.com/track/6PdWPdgPoVCT9WLFMVnhxx,6PdWPdgPoVCT9WLFMVnhxx,This song is highly emotional and makes me cry which helps me feel like the stress is gone ,No,Yes,R_2oEDEWFXn3Qfhnk,"[('discharge', 1), ('solace', 1), ('strong_sensation', 1)]"
137,The view Between Villages ,Noah Kahan,https://open.spotify.com/track/6PdWPdgPoVCT9WLFMVnhxx,6PdWPdgPoVCT9WLFMVnhxx,This also a song that I relate to highly since I’m an international student and this song is about leaving home and how it’s emotional and that it’s okay to leave - but when you will feel like a stranger ,Yes,Yes,R_2oEDEWFXn3Qfhnk,"[('discharge', 1), ('solace', 1), ('strong_sensation', 1)]"
259,The view between villages ,Noah Kahan,https://open.spotify.com/track/6PdWPdgPoVCT9WLFMVnhxx,6PdWPdgPoVCT9WLFMVnhxx,'-cries in international student-,Yes,Yes,R_2oEDEWFXn3Qfhnk,"[('discharge', 1), ('solace', 1), ('strong_sensation', 1)]"
188,weird & wonderful,badbadnotgood,https://open.spotify.com/track/6Q0S2cEtJ6PRAb2T5Pa2tl,6Q0S2cEtJ6PRAb2T5Pa2tl,,Yes,There are no lyrics,R_837aAI9nePo1QDT,revival
485,This World,ATEEZ,https://open.spotify.com/track/6QDcmN2Avrim8kNoCHkw9s,6QDcmN2Avrim8kNoCHkw9s,,Yes,No,R_2VQ2AZgtTitN9SY,diversion
354,Wolves,Jensen McRae,https://open.spotify.com/track/6QZAJJdg5X0AenfwAWZzjS,6QZAJJdg5X0AenfwAWZzjS,,No,,R_2HOcWQ0Ao3rvWQl,strong_sensation
352,Cecilia,Simon & Garfunkel,https://open.spotify.com/track/6QhXQOpyYvbpdbyjgAqKdY,6QhXQOpyYvbpdbyjgAqKdY,Strong memories with this one,No,No,R_2p9wWWpkx5peG4N,strong_sensation
365,Iris,Goo Goo Dolls,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,6Qyc6fS4DsZjB2mRW9DsQs,,Yes,Yes,R_2q7KRMeEj2Ki93e,strong_sensation
573,w gorącej wodzie kąpany ,rów babicze,https://open.spotify.com/track/6RL09jLWzXpMaWUKU0aenO,6RL09jLWzXpMaWUKU0aenO,,Yes,Yes,R_20rEsSW9Ovvo74J,discharge
260,All I Need,Air ft. Beth Hirsch,https://open.spotify.com/track/6T10XPeC9X5xEaD6tMcK6M,6T10XPeC9X5xEaD6tMcK6M,"The lyrics and synths are very soothing, as well as the voice. The lyrics reminds me to take my time.",Yes,Yes,R_2wNy3hFkKdHM4D0,solace
